"Comune";"Vino";"Atto";"Gazzetta Ufficiale";"Latitudine";"Longitudine";
"Orgiano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3489259";"11.4642407";
"Pianezze";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7407962";"11.6279814";
"Rosà";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7276680";"11.7632150";
"Rossano Veneto";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7067222";"11.8070370";
"Salcedo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7578827";"11.5682402";
"Sandrigo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6606657";"11.6031127";
"San Germano dei Berici";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4020182";"11.4706939";
"San Vito di Leguzzano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6893110";"11.3737722";
"Sarego";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4074536";"11.4050722";
"Sarcedo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7027760";"11.5304227";
"Schiavon";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6973703";"11.6461111";
"Sossano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3612592";"11.5131481";
"Sovizo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5276666";"11.4472037";
"Tezze sul Brenta";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6844897";"11.7036109";
"Thiene";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7098703";"11.4806296";
"Villaga";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4033600";"11.5332522";
"Zanè";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7219910";"11.4563900";
"Zermienghedo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4759514";"11.3706459";
"Zovencedo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4295555";"11.5042222";
"Zugliano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7307962";"11.5250000";
"Agugliaro";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3264259";"11.5853333";
"Bassano del Grappa";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7666080";"11.7339608";
"Brogliano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5890414";"11.3670530";
"Caltrano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7743815";"11.4530195";
"Calvene";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7686559";"11.5147115";
"Chiampo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5468888";"11.2806296";
"Costabissara";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5845370";"11.4882962";
"Cogollo del Cengio";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7837957";"11.4272728";
"Campiglia dei Berici";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3357962";"11.5434444";
"Cornedo Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6140740";"11.3417407";
"Dueville";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6364827";"11.5493575";
"Grumolo delle Abbadesse";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5204814";"11.6593888";
"Isola Vicentina";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6292339";"11.4437200";
"Lugo Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7464074";"11.5298703";
"Monte di Malo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6620555";"11.3623518";
"Nogarole Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5611045";"11.2897544";
"Piovene Rocchette";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7586111";"11.4359444";
"Pove del Grappa";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7992407";"11.7309444";
"Poiana Maggiore";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.2914259";"11.5036111";
"Romano d'Ezzelino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7962711";"11.7583120";
"Quinto Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5733360";"11.6268790";
"Schio";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7134629";"11.3584444";
"Santorso";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7361111";"11.3928148";
"Torri di Quartesolo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5230872";"11.6096963";
"Trissino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5622037";"11.3728333";
"Vicenza";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5459053";"11.5403070";
"Villaverla";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6526666";"11.4884629";
